,screen_name_binary_n,name_binary_n,description_binary_n,status_binary_n,verified_n,followers_count_n,friends_count_n,statuses_count_n,listed_count_binary_n
1344,0,0,1,0,0,548,8,380,1
1345,0,0,0,0,0,40,51,453,1
1346,0,0,0,0,0,106,291,293,1
1347,0,0,0,0,1,1292,335,1455,1
1348,0,0,0,0,1,1455,794,1812,0
1349,0,0,0,0,0,463,502,915,1
1350,0,0,0,1,1,1603,258,1413,0
1351,0,0,0,0,1,1513,45,575,1
1352,0,0,0,0,1,1521,612,1073,1
1353,0,0,0,0,1,1417,53,311,1
1354,0,0,0,0,0,486,494,1308,1
1355,0,0,0,0,0,816,955,1857,1
1356,0,0,0,0,1,1191,417,1561,1
1357,0,0,0,1,1,1328,949,1846,1
1358,0,0,0,0,0,75,375,209,1
1359,0,0,0,0,0,957,6,199,1
1360,0,0,0,0,0,22,93,51,1
1361,0,0,0,1,0,113,260,976,1
1362,0,0,0,0,0,4,79,3,1
1363,0,0,0,0,1,1441,278,1314,1
1364,0,0,1,0,0,916,687,875,1
1365,0,0,0,0,0,4,27,18,1
1366,0,0,0,1,1,1204,669,1612,1
1367,0,0,0,0,0,493,762,487,1
1368,0,0,0,0,0,45,144,102,1
1369,0,0,0,0,1,717,392,545,1
1370,0,0,0,0,0,97,103,562,1
1371,0,0,0,0,0,984,456,1203,1
1372,0,0,1,0,1,1247,1079,1816,1
1373,0,0,0,0,0,21,48,185,1
1374,0,0,0,0,0,148,808,354,1
1375,0,0,0,0,1,1540,191,1182,0
1376,0,0,0,1,1,1414,840,1787,1
1377,0,0,0,0,0,154,261,964,1
1378,0,0,1,0,0,675,971,315,1
1379,0,0,0,0,0,267,196,527,1
1380,0,0,0,1,1,1075,998,1188,1
1381,0,0,0,0,0,582,939,270,1
1382,0,0,0,0,0,252,822,17,1
1383,0,0,0,0,0,24,65,80,1
1384,0,0,0,0,1,1398,356,909,1
1385,0,0,0,0,1,432,30,176,1
1386,0,0,0,0,0,10,75,19,1
1387,1,1,1,1,0,1151,440,1349,1
1388,0,0,0,0,0,174,116,1639,1
1389,0,0,0,0,1,994,0,291,1
1390,0,0,1,0,1,1379,68,1487,1
1391,0,0,0,0,1,1073,258,1411,1
1392,0,0,0,0,0,46,94,13,1
1393,0,0,0,1,1,1359,1087,1267,1
1394,0,0,0,1,1,1370,40,1268,1
1395,0,0,0,0,0,282,591,488,1
1396,0,0,1,0,1,1181,67,639,1
1397,1,1,0,1,0,788,80,1207,1
1398,0,0,0,0,1,703,121,205,1
1399,0,0,0,0,0,77,442,39,1
1400,0,0,0,0,1,1477,1046,1903,0
1401,0,0,0,1,1,1180,197,814,1
1402,0,0,0,0,0,4,67,18,1
1403,0,0,1,1,0,471,643,698,1
1404,0,0,0,1,0,780,712,1762,1
1405,0,0,0,0,0,574,931,800,1
1406,0,0,0,0,0,33,98,7,1
1407,0,0,1,0,0,936,613,1647,1
1408,0,0,0,0,0,64,96,481,1
1409,0,0,0,1,1,1597,584,1842,0
1410,0,0,0,0,1,1131,1019,1696,1
1411,0,0,0,0,0,27,115,29,1
1412,0,0,0,1,0,22,99,9,1
1413,0,0,0,0,0,246,550,186,1
1414,0,0,0,0,1,1580,566,1307,0
1415,0,0,0,0,0,118,313,45,1
1416,0,0,0,0,0,861,370,1342,1
1417,0,0,0,0,0,77,65,17,1
1418,0,0,0,1,0,45,74,97,1
1419,0,0,1,0,1,1326,606,1949,1
1420,0,0,0,0,1,1402,368,1305,1
1421,0,0,0,0,0,71,245,48,1
1422,0,0,0,1,1,857,208,1648,1
1423,0,0,0,1,0,64,259,79,1
1424,0,0,1,0,1,1601,454,1776,0
1425,0,0,0,0,0,59,67,473,1
1426,0,0,0,0,0,54,87,511,1
1427,0,0,0,0,0,52,309,193,1
1428,0,0,1,0,1,865,811,1150,1
1429,0,0,0,1,1,1552,728,1113,1
1430,0,0,0,0,1,1200,159,1214,1
1431,0,0,0,0,1,1462,1127,676,1
1432,0,0,0,0,1,1595,150,217,0
1433,0,0,0,1,0,796,615,447,1
1434,0,0,0,0,0,35,50,106,1
1435,0,0,0,0,1,1451,282,823,1
1436,0,0,0,0,0,37,394,352,1
1437,0,0,0,0,1,1211,764,1453,1
1438,0,0,0,0,0,553,128,386,1
1439,0,0,0,0,0,28,624,8,1
1440,0,0,0,0,0,22,95,81,1
1441,0,0,0,0,1,995,1086,726,1
1442,0,0,0,0,1,940,1070,1430,1
1443,0,0,0,0,1,1446,600,1503,0
1444,0,0,0,0,1,1279,507,1140,1
1445,0,0,0,0,0,732,1,1242,1
1446,0,0,0,1,0,1015,103,463,1
1447,0,0,0,0,1,1396,236,304,0
1448,0,0,1,0,1,1145,202,469,1
1449,0,0,0,0,1,1490,1017,1849,1
1450,0,0,0,0,0,1016,144,310,1
1451,0,0,0,0,1,1428,1102,1552,1
1452,0,0,0,0,1,810,671,1302,1
1453,0,0,0,0,0,465,909,1504,1
1454,0,0,0,0,0,34,192,0,1
1455,0,0,0,0,1,1530,1071,1191,0
1456,0,0,0,1,1,909,913,591,1
1457,0,0,0,0,1,1188,287,693,1
1458,0,0,0,0,0,163,273,204,1
1459,0,0,0,0,0,31,58,11,1
1460,0,0,0,1,1,1594,41,1796,0
1461,0,0,0,0,1,1043,33,0,1
1462,0,0,0,1,1,1105,450,877,1
1463,0,0,0,0,0,45,138,152,1
1464,0,0,1,0,1,1346,367,1695,1
1465,0,0,0,0,1,1236,254,1408,1
1466,0,0,0,0,0,837,578,1528,1
1467,0,0,0,0,1,1318,1009,1941,1
1468,0,0,0,0,0,15,81,1,1
1469,0,0,0,0,1,959,1081,1190,1
1470,0,0,0,0,1,1504,556,1804,1
1471,0,0,0,0,0,860,925,81,1
1472,0,0,0,0,0,759,371,1397,1
1473,0,0,0,1,0,2,77,2,1
1474,0,0,0,1,0,4,35,4,1
1475,0,0,0,0,0,72,94,160,1
1476,0,0,0,0,1,1433,790,1439,1
1477,0,0,0,0,1,1465,339,1284,1
1478,0,0,0,0,1,1196,28,1309,1
1479,0,0,0,0,0,289,102,130,1
1480,0,0,0,0,1,1568,521,1271,0
1481,0,0,0,0,1,1275,650,1287,1
1482,0,0,0,0,0,568,129,1198,1
1483,0,0,0,0,1,1311,139,1256,1
1484,0,0,0,1,0,36,438,121,1
1485,0,0,0,0,1,1424,956,1728,1
1486,0,0,0,0,0,228,352,667,1
1487,0,0,0,0,0,989,1090,87,1
1488,1,0,0,0,0,694,420,194,1
1489,0,0,0,0,1,1334,1123,1609,1
1490,0,0,0,1,0,39,252,230,1
1491,0,0,0,0,1,1473,730,860,1
1492,0,0,0,1,1,1158,1031,1109,1
1493,0,0,0,0,0,14,18,41,1
1494,0,0,0,0,0,484,454,652,1
1495,0,0,0,1,0,198,251,760,1
1496,0,0,0,1,0,76,730,38,1
1497,0,0,0,0,1,1471,604,1684,0
1498,0,0,0,0,0,115,91,114,1
1499,0,0,0,0,1,1537,51,1329,1
1500,0,0,0,1,1,1493,57,244,1
1501,0,0,0,0,0,536,186,1261,1
1502,0,0,1,0,1,1556,707,1994,1
1503,0,0,0,1,0,727,458,373,1
1504,0,0,0,0,0,1,4,0,1
1505,0,0,1,0,0,228,439,163,1
1506,0,0,0,1,1,1376,1124,1285,1
1507,0,0,0,1,1,889,21,36,1
1508,0,0,0,0,0,291,818,843,1
1509,0,0,1,0,1,1506,357,1571,1
1510,0,0,0,1,0,614,172,277,1
1511,0,0,0,0,1,1312,169,721,1
1512,0,0,0,0,1,1589,519,1193,0
1513,0,0,0,0,1,1049,743,1224,1
1514,0,0,0,0,0,494,516,362,1
1515,0,0,0,0,1,1291,460,1525,1
1516,0,0,1,0,1,1034,151,1392,1
1517,0,0,0,0,1,1489,1067,1764,1
1518,0,0,1,0,1,1408,872,1300,1
1519,0,0,1,0,1,1602,622,2017,0
1520,0,0,0,0,1,1548,223,1583,0
1521,0,0,1,0,0,18,40,50,1
1522,0,0,0,0,0,41,269,3,1
1523,0,0,0,0,0,1001,1030,1920,1
1524,1,1,1,0,0,714,901,1344,1
1525,0,0,0,1,0,1162,1084,1087,1
1526,0,0,0,0,0,746,873,711,1
1527,0,0,1,0,0,208,544,72,1
1528,0,0,0,0,1,1436,124,970,1
1529,0,0,0,1,0,797,275,1357,1
1530,0,0,0,0,1,1377,954,1782,1
1531,0,0,1,0,0,330,896,342,1
1532,0,0,0,0,1,1418,305,847,1
1533,0,0,0,0,0,42,192,347,1
1534,0,0,0,0,1,1124,1050,365,1
1535,0,0,0,1,1,1549,432,949,0
1536,0,0,0,0,0,1123,865,1148,1
1537,0,0,0,0,0,693,626,1324,1
1538,0,0,0,0,0,32,318,21,1
1539,0,0,0,0,0,815,47,151,1
1540,0,0,0,0,1,1182,212,575,1
1541,0,0,0,0,1,1268,1073,1925,1
1542,0,0,0,0,0,173,94,1401,1
1543,0,0,0,0,0,22,154,6,1
1544,0,0,0,0,1,901,590,678,1
1545,0,0,0,0,0,770,419,7,1
1546,0,0,0,0,0,9,123,17,1
1547,0,0,0,0,0,22,100,26,1
1548,0,0,0,0,1,1084,319,1860,1
1549,0,0,0,0,1,1520,898,1797,0
1550,0,0,0,0,0,220,348,714,1
1551,0,0,0,0,1,1221,486,1600,1
1552,0,0,0,0,1,1422,929,1930,1
1553,0,0,0,1,0,193,482,616,1
1554,0,0,0,0,1,1119,75,913,1
1555,0,0,0,0,1,1404,500,1847,1
1556,0,0,0,0,1,1323,253,1015,1
1557,0,0,1,0,0,615,603,1081,1
1558,0,0,0,0,1,1177,473,1442,1
1559,0,0,0,0,1,307,21,179,1
1560,0,0,0,0,1,1409,17,1731,1
1561,0,0,0,0,1,1598,376,1133,0
1562,0,0,0,0,1,1522,529,1311,0
1563,0,0,0,0,0,496,389,1328,1
1564,0,0,0,1,1,1574,750,1667,0
1565,0,0,1,0,0,672,188,859,1
1566,0,0,0,0,0,682,685,1208,1
1567,0,0,0,0,0,95,15,695,1
1568,1,1,1,0,0,467,508,1759,1
1569,0,0,0,0,1,1217,175,1369,1
1570,0,0,0,0,1,1063,3,1425,1
1571,0,0,1,0,0,1135,0,1230,1
1572,0,0,0,1,0,107,250,790,1
1573,0,0,0,0,1,1405,9,943,1
1574,0,0,0,0,1,1000,582,995,1
1575,0,0,0,0,1,1286,60,888,1
1576,0,0,0,0,0,819,44,1209,1
1577,0,0,1,0,1,1241,187,1048,1
1578,0,0,0,0,1,1355,726,899,1
1579,0,0,0,0,0,2,54,1,1
1580,0,0,1,0,0,129,220,892,1
1581,0,0,0,0,1,1479,1077,1496,1
1582,1,0,0,0,0,439,489,1484,1
1583,0,0,0,0,1,1243,1085,168,1
1584,0,0,0,1,0,1,22,1,1
1585,0,0,0,0,1,1501,556,1627,1
1586,0,0,1,0,1,1013,443,911,1
1587,0,0,0,0,0,148,723,392,1
1588,0,0,0,0,0,86,927,386,1
1589,0,0,0,0,0,168,251,1248,1
1590,0,0,0,0,1,1541,922,2013,0
1591,0,0,0,0,0,251,334,641,1
1592,0,0,0,0,0,375,195,577,1
1593,0,0,0,0,0,413,286,260,1
1594,0,0,0,0,1,1240,374,1341,1
1595,0,0,0,0,0,69,272,101,1
1596,0,0,0,0,0,2,44,2,1
1597,0,0,0,1,1,1585,1,788,0
1598,0,0,0,1,1,1457,32,664,0
1599,0,1,1,1,0,217,64,475,1
1600,0,0,1,0,0,46,12,1125,1
1601,0,0,0,0,0,318,355,292,1
1602,0,0,0,0,0,36,105,27,1
1603,0,0,0,0,1,1577,916,1814,0
1604,0,0,0,0,0,108,211,583,1
1605,0,0,0,0,0,121,477,494,1
1606,0,0,0,0,1,1502,1133,1362,0
1607,0,0,0,1,0,981,906,1488,1
1608,0,0,0,1,1,1367,134,1003,0
1609,0,0,0,0,0,11,78,1,1
1610,0,0,0,0,1,1308,264,1560,1
1611,0,0,1,0,1,1143,787,1683,1
1612,0,0,0,0,0,728,753,1402,1
1613,0,0,0,0,1,1400,430,1091,1
1614,0,0,0,0,0,21,23,3,1
1615,0,0,0,0,1,1203,603,1947,1
1616,0,0,0,0,0,68,237,6,1
1617,0,0,0,0,1,1175,1052,919,1
1618,0,0,0,0,0,976,2,1898,1
1619,0,0,0,0,0,67,423,3,1
1620,0,0,0,0,0,266,277,793,1
1621,0,0,0,0,0,183,606,230,1
1622,0,0,0,0,0,607,733,1272,1
1623,0,0,0,0,0,833,288,368,1
1624,0,0,0,0,1,1139,142,170,1
1625,0,0,0,0,0,648,924,1156,1
1626,0,0,0,1,1,1336,167,430,1
1627,0,0,0,0,0,40,114,47,1
1628,0,0,0,1,1,650,592,1615,1
1629,0,0,0,0,0,292,281,670,1
1630,0,0,0,0,1,1062,972,1445,1
1631,0,0,0,0,0,585,407,1937,1
1632,0,0,0,0,0,72,534,4,1
1633,0,0,0,0,0,745,93,26,1
1634,0,0,0,0,0,405,342,502,1
1635,0,0,0,0,1,1306,991,1656,1
1636,0,0,0,0,0,3,30,1,1
1637,0,0,0,0,1,1514,490,1367,1
1638,0,0,0,0,1,801,1020,1393,1
1639,0,0,0,0,0,532,278,820,1
1640,0,0,0,1,0,177,324,272,1
1641,0,0,0,0,1,971,1025,1514,1
1642,0,0,0,0,1,1564,1104,1652,0
1643,0,0,0,0,0,326,747,1432,1
1644,0,0,0,1,0,3,8,13,1
1645,0,0,0,0,0,35,129,470,1
1646,0,0,0,0,0,10,25,9,1
1647,0,0,0,0,0,58,0,306,1
1648,0,0,0,1,1,1554,400,1212,0
1649,0,0,0,0,0,13,50,1,1
1650,0,0,0,1,1,1569,565,1334,0
1651,0,0,0,0,0,21,33,394,1
1652,0,0,0,1,0,81,78,833,1
1653,0,0,0,0,0,0,40,55,1
1654,0,0,0,0,0,1157,433,1910,1
1655,0,0,0,0,0,1028,911,1751,1
1656,0,0,0,0,1,1153,1108,1967,1
1657,0,0,0,0,0,2,4,1,1
1658,0,0,0,0,0,12,92,97,1
1659,0,0,0,0,0,114,123,1139,1
1660,0,0,1,0,0,758,887,1096,1
1661,0,0,0,0,1,1305,261,585,1
1662,0,0,0,1,0,127,587,235,1
1663,0,0,0,0,1,973,332,262,1
1664,0,0,0,0,0,36,93,13,1
1665,0,0,1,0,0,987,657,1465,1
1666,0,0,0,0,0,5,219,2,1
1667,0,0,0,0,0,674,256,1005,1
1668,0,0,0,0,0,663,512,1119,1
1669,0,0,0,0,1,1340,780,1724,1
1670,0,0,0,0,0,201,181,77,1
1671,0,0,0,0,0,327,501,974,1
1672,0,0,0,0,1,1176,1059,1249,1
1673,0,0,0,0,0,305,120,349,1
1674,0,0,1,0,0,304,586,829,1
1675,0,0,0,0,0,448,476,1245,1
1676,0,0,0,0,1,1230,134,1758,1
1677,0,0,0,0,1,1129,757,803,1
1678,0,0,0,0,0,36,6,10,1
1679,0,0,0,0,0,416,316,444,1
1680,0,0,0,0,0,98,516,360,1
1681,0,0,0,0,0,2,10,2,1
1682,0,0,0,0,0,1,19,1,1
1683,0,0,1,0,0,309,1007,524,1
1684,0,0,1,0,0,424,804,804,1
1685,0,0,0,0,1,1582,9,302,0
1686,0,0,0,0,1,1609,93,779,0
1687,0,0,0,0,1,1102,2,53,1
1688,0,0,0,0,1,1411,782,1830,0
1689,0,0,0,0,1,1194,509,766,1
1690,0,0,0,1,1,1447,218,116,1
1691,0,0,0,0,0,99,206,59,1
1692,0,0,0,0,0,5,84,131,1
1693,0,0,0,0,0,470,382,381,1
1694,0,0,0,0,0,104,233,162,1
1695,0,0,0,0,0,829,1010,771,1
1696,0,0,1,0,1,1383,815,1806,1
1697,0,0,0,0,0,646,844,330,1
1698,0,0,0,1,0,692,842,1304,1
1699,0,0,0,1,1,1587,79,1889,0
1700,0,0,0,0,1,686,551,1038,1
1701,0,0,0,0,1,1483,621,1545,1
1702,0,0,0,0,0,421,162,68,1
1703,0,0,0,0,1,787,127,703,1
1704,0,0,0,0,1,1146,663,1383,1
1705,0,0,0,0,1,1113,561,894,1
1706,0,0,0,0,1,579,448,202,1
1707,0,0,1,1,0,36,386,37,1
1708,0,0,1,0,1,892,779,1052,1
1709,0,0,0,0,0,557,880,804,1
1710,0,0,0,0,1,1351,100,744,1
1711,0,0,1,0,1,1397,727,1721,1
1712,0,0,0,0,0,267,119,773,1
1713,0,0,0,0,0,115,147,934,1
1714,0,0,1,0,1,1116,1034,1470,1
1715,0,0,0,0,1,1281,781,1879,1
1716,0,0,0,0,0,16,19,37,1
1717,0,0,0,0,1,931,419,1059,1
1718,0,0,0,0,0,120,165,1500,1
1719,0,0,0,0,0,942,10,296,1
1720,0,0,0,0,1,1128,377,1057,1
1721,0,0,0,1,1,1538,309,1469,0
1722,0,0,0,0,1,1533,408,891,1
1723,0,0,0,1,0,644,953,467,1
1724,0,0,0,1,0,24,212,13,1
1725,0,0,0,0,1,1442,1114,1895,1
1726,0,0,0,0,0,1208,559,1356,1
1727,0,0,0,0,0,119,158,108,1
1728,0,0,0,0,0,951,721,388,1
1729,0,0,0,0,0,122,590,16,1
1730,0,0,0,0,0,214,668,852,1
1731,0,0,0,0,0,91,78,1459,1
1732,0,0,0,0,0,523,226,1476,1
1733,0,0,0,0,1,1516,662,1972,1
1734,0,0,0,0,1,1592,88,758,0
1735,0,0,0,0,0,6,9,9,1
1736,0,0,0,0,1,895,714,1105,1
1737,0,0,0,0,0,658,67,24,1
1738,0,0,0,0,0,978,1088,582,1
1739,0,0,1,0,1,1166,773,1436,1
1740,0,0,0,0,1,1460,1054,1381,1
1741,0,0,0,0,1,1219,564,1670,1
1742,0,0,0,0,0,15,146,29,1
1743,0,0,0,0,1,1567,190,1234,0
1744,0,0,0,0,0,144,609,223,1
1745,0,0,0,0,0,49,688,7,1
1746,0,0,0,0,1,1254,1128,1610,1
1747,0,0,0,0,0,938,821,1071,1
1748,0,0,0,0,0,143,628,9,1
1749,0,0,0,0,0,14,28,51,1
1750,0,0,0,0,1,737,706,1766,1
1751,0,0,0,1,1,1576,8,232,1
1752,0,0,0,0,0,31,86,154,1
1753,0,0,0,0,0,170,307,191,1
1754,0,0,0,0,0,309,168,834,1
1755,0,0,0,1,1,1482,359,1861,1
1756,0,0,0,0,0,31,39,635,1
1757,0,0,0,0,1,1079,499,654,1
1758,0,0,0,0,1,1156,263,549,1
1759,0,0,0,0,0,4,29,103,1
1760,0,0,0,0,0,174,488,160,1
1761,0,0,0,0,0,679,741,1265,1
1762,0,0,1,0,0,743,962,825,1
1763,1,0,0,1,0,441,36,1200,1
1764,0,0,0,0,0,926,451,1196,1
1765,0,0,0,0,0,591,858,1769,1
1766,0,0,1,0,1,1470,90,1715,1
1767,0,0,1,0,0,442,839,1280,1
1768,0,0,0,0,0,738,710,1058,1
1769,0,0,0,0,1,1290,1092,1316,1
1770,0,0,0,0,1,1494,891,1110,0
1771,0,0,0,0,0,654,120,142,1
1772,0,0,0,0,0,86,213,15,1
1773,0,0,0,1,1,1301,968,1592,1
1774,0,0,0,1,1,1008,125,659,1
1775,0,0,1,1,0,48,13,10,1
1776,0,0,1,0,1,1036,265,1597,1
1777,0,0,0,1,0,96,223,325,1
1778,0,0,0,0,0,13,86,10,1
1779,0,0,0,0,1,660,633,837,1
1780,0,0,0,0,1,1330,330,1917,1
1781,0,0,1,0,0,739,343,955,1
1782,0,0,0,0,1,1173,632,1178,1
1783,0,0,0,0,1,1366,884,1673,1
1784,0,0,0,0,1,1335,967,1588,1
1785,0,0,0,0,0,36,116,72,1
1786,0,0,0,0,1,899,718,1829,1
1787,0,0,0,0,0,40,96,18,1
1788,0,0,0,0,0,149,223,1332,1
1789,0,0,0,0,0,121,237,79,1
1790,0,0,0,0,0,16,79,1,1
1791,0,0,0,0,0,190,250,1000,1
1792,0,0,0,0,0,9,38,12,1
1793,1,1,1,0,1,1319,314,1873,1
1794,0,0,0,0,1,1558,427,337,0
1795,0,0,0,0,0,199,415,607,1
1796,0,0,0,0,1,623,48,62,1
1797,0,0,0,0,1,1487,531,1074,1
1798,0,0,0,0,0,350,569,188,1
1799,0,0,0,0,0,1054,1051,1742,1
1800,0,0,0,0,0,286,372,278,1
1801,0,0,1,0,1,1101,1040,1885,1
1802,0,0,0,0,1,1127,654,1691,1
1803,1,1,1,1,1,1150,1,259,1
1804,0,0,0,0,0,15,53,213,1
1805,0,0,0,0,1,1423,110,699,1
1806,0,0,0,0,1,1002,160,468,1
1807,0,0,0,0,1,1353,488,1977,1
1808,0,0,1,0,0,507,691,1674,1
1809,0,0,0,0,0,1273,3,423,1
1810,0,0,0,0,0,20,121,82,1
1811,0,0,0,1,0,873,15,55,1
1812,0,0,0,0,1,1525,217,393,1
1813,0,0,1,1,0,809,650,1957,1
1814,0,0,0,0,1,1055,380,903,1
1815,0,0,0,0,1,1171,0,91,1
1816,0,0,0,0,1,969,211,968,1
1817,0,0,0,0,1,1579,138,433,0
1818,0,0,0,0,1,1429,169,660,0
1819,0,0,0,0,1,1529,13,419,1
1820,0,0,0,0,1,1535,180,1169,1
1821,0,0,1,0,1,1006,702,1382,1
1822,0,0,0,0,1,1249,554,999,1
1823,0,0,0,0,1,894,389,336,1
1824,0,0,1,0,1,1599,3,1768,0
1825,0,0,0,0,0,1005,0,206,1
1826,0,0,0,0,0,220,220,1788,1
1827,0,0,0,0,0,330,523,1089,1
1828,0,0,1,1,0,73,113,218,1
1829,0,0,0,0,1,1531,62,985,1
1830,0,0,0,0,1,851,928,555,1
1831,0,0,0,0,0,1265,555,1570,1
1832,0,0,0,0,1,1345,1029,1486,1
1833,0,0,0,0,0,771,814,875,1
1834,0,0,0,0,0,634,589,630,1
1835,0,0,0,0,1,1003,645,809,1
1836,0,0,0,0,0,171,318,329,1
1837,0,0,0,0,0,63,101,77,1
1838,1,1,1,1,0,319,3,1149,1
1839,0,0,0,0,1,1369,393,1507,1
1840,0,0,0,0,0,65,230,100,1
1841,0,0,0,0,1,1245,465,978,1
1842,0,0,0,0,0,5,11,0,1
1843,0,0,0,0,1,1213,46,149,1
1844,0,0,0,0,0,491,557,496,1
1845,0,0,0,0,0,67,208,99,1
1846,0,0,0,0,1,1259,1013,1991,1
1847,0,0,0,0,1,1384,298,1574,1
1848,0,0,0,0,1,1448,243,1518,1
1849,0,0,0,0,0,11,84,12,1
1850,0,0,0,1,1,1390,320,548,1
1851,0,0,0,0,1,1512,71,767,1
1852,0,0,0,0,0,713,996,1707,1
1853,0,0,0,0,0,282,254,967,1
1854,0,0,0,1,1,804,305,248,1
1855,0,0,0,0,0,13,47,2,1
1856,0,0,0,0,0,136,279,620,1
1857,0,0,0,0,1,1453,457,1755,0
1858,0,0,0,1,1,1197,144,745,1
1859,0,0,0,1,0,275,265,850,1
1860,0,0,1,0,0,85,236,286,1
1861,0,0,0,0,1,1226,886,1536,1
1862,0,0,0,0,0,8,163,14,1
1863,0,0,1,0,0,364,512,411,1
1864,0,0,1,1,1,1242,683,1817,1
1865,1,0,0,0,0,715,607,1572,1
1866,0,0,0,0,0,162,652,119,1
1867,0,0,0,0,0,288,311,210,1
1868,0,0,0,0,1,1421,499,1916,1
1869,0,0,0,0,0,377,239,1792,1
1870,0,0,0,0,1,1443,210,947,1
1871,0,0,0,0,0,526,982,1183,1
1872,1,1,0,0,1,1284,383,893,1
1873,1,1,0,0,0,32,77,313,1
1874,0,0,0,0,0,378,778,813,1
1875,0,0,0,0,0,315,575,440,1
1876,0,0,0,1,1,1266,433,1512,1
1877,0,0,0,0,0,1037,1,18,1
1878,0,0,0,0,0,997,1091,2033,1
1879,0,0,0,0,0,243,650,0,1
1880,0,0,0,0,0,516,770,1686,1
1881,1,1,1,0,1,992,643,1330,1
1882,0,0,1,0,0,385,404,716,1
1883,0,0,0,0,0,91,76,406,1
1884,0,0,0,0,0,968,512,936,1
1885,0,0,0,0,0,287,647,975,1
1886,0,0,0,0,0,24,179,124,1
1887,0,0,1,1,0,891,212,425,1
1888,0,0,1,0,0,73,247,188,1
1889,0,0,0,0,0,45,121,81,1
1890,1,1,1,1,0,227,2,883,1
1891,0,0,0,0,1,1615,226,935,0
1892,0,0,1,0,0,32,771,2,1
1893,0,0,0,0,0,871,989,646,1
1894,0,0,0,0,1,847,6,394,1
1895,0,0,0,0,0,39,166,33,1
1896,0,0,0,0,0,549,659,1184,1
1897,0,0,0,1,0,238,161,1440,1
1898,0,0,0,0,1,1205,99,268,1
1899,0,0,0,1,1,917,653,1153,1
1900,0,0,0,0,1,1310,176,1661,1
1901,0,0,0,1,1,1329,734,1770,1
1902,0,0,1,0,0,322,186,817,1
1903,0,0,0,0,0,139,556,239,1
1904,0,0,0,0,0,320,195,297,1
1905,0,0,1,0,1,1432,76,1481,1
1906,0,0,0,0,1,1302,266,446,1
1907,0,0,0,0,1,1138,344,862,1
1908,0,0,0,0,1,1596,783,1491,0
1909,0,0,0,1,0,667,512,1450,1
1910,0,0,0,1,0,12,108,10,1
1911,0,0,0,0,1,1517,747,1711,0
1912,0,0,0,1,1,1111,639,857,1
1913,0,0,0,0,1,655,832,1301,1
1914,0,0,0,1,1,1368,306,1168,1
1915,0,0,1,0,0,555,839,372,1
1916,0,0,0,0,1,1324,78,243,1
1917,0,0,0,0,0,57,190,30,1
1918,0,0,0,0,0,64,88,180,1
1919,0,0,0,0,0,289,413,248,1
1920,0,0,0,1,1,1214,44,222,1
1921,0,0,0,0,0,250,528,1194,1
1922,0,0,0,0,1,1295,268,1546,1
1923,0,0,0,0,1,1572,76,547,0
1924,0,0,0,0,1,1575,453,1429,0
1925,0,0,0,1,0,592,976,1907,1
1926,0,0,0,0,0,808,1018,261,1
1927,0,0,0,0,1,1229,601,1631,1
1928,0,0,0,0,0,216,340,172,1
1929,0,0,0,1,1,1092,334,1232,1
1930,0,0,0,0,0,13,25,0,1
1931,0,0,1,1,0,235,365,432,1
1932,0,0,0,0,1,1270,225,610,1
1933,0,0,0,0,0,91,152,76,1
1934,0,0,0,0,1,1147,116,1019,1
1935,0,0,0,0,0,792,977,1180,1
1936,0,0,0,0,0,41,173,63,1
1937,0,0,1,1,0,79,226,923,1
1938,0,0,0,0,0,748,965,1956,1
1939,0,0,0,0,0,9,30,6,1
1940,0,0,0,0,1,1007,709,1264,1
1941,0,0,0,0,1,1313,431,640,1
1942,0,0,0,1,0,323,444,1251,1
1943,0,0,0,0,0,918,32,537,1
1944,0,0,0,0,0,265,480,1104,1
1945,0,0,0,0,0,611,552,1443,1
1946,0,0,0,0,1,1342,561,1808,1
1947,0,0,0,1,0,49,406,8,1
1948,0,0,0,0,1,1155,716,1875,1
1949,0,0,0,0,0,138,408,201,1
1950,0,0,0,0,0,506,660,729,1
1951,0,0,0,0,1,1161,87,338,1
1952,0,0,0,0,1,979,981,1409,1
1953,0,0,0,0,1,1403,7,898,1
1954,0,0,1,0,1,1444,279,1494,1
1955,0,0,0,0,1,761,602,811,1
1956,0,0,0,0,0,472,635,285,1
1957,0,0,0,0,0,302,260,1120,1
1958,0,0,1,0,1,1125,720,1786,1
1959,0,0,0,0,1,1544,843,1331,1
1960,0,0,0,0,1,1393,515,1390,0
1961,0,0,0,0,0,284,180,1066,1
1962,0,0,0,0,1,766,374,692,1
1963,1,1,0,1,1,756,249,346,1
1964,0,0,0,0,1,1272,392,1321,1
1965,0,0,0,0,0,885,89,1441,1
1966,0,0,0,0,0,29,195,7,1
1967,0,0,0,0,1,1388,228,1524,1
1968,0,0,0,0,1,1481,506,1625,1
1969,0,0,0,0,0,344,485,1173,1
1970,0,0,1,0,0,784,272,1167,1
1971,0,0,0,1,1,1466,583,1064,1
1972,0,0,0,0,0,2,30,2,1
1973,0,0,0,1,1,1555,400,1212,1
1974,0,0,0,1,0,841,7,1398,1
1975,0,0,0,0,0,35,103,17,1
1976,0,0,1,0,0,426,269,1774,1
1977,0,0,0,0,0,78,41,944,1
1978,0,0,0,0,1,1078,871,1848,1
